Neighborhood,Neighborhood_Latitude,Neighborhood_Longitude,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
Aghapura,17.38833333,78.46444444,"10 Janpath, Rajdhani Hotel",17.377233769149605,78.4731270507053,Indian Restaurant
Aghapura,17.38833333,78.46444444,Shahji Ka Dhaba,17.403350084877214,78.46192629114414,Indian Restaurant
Aghapura,17.38833333,78.46444444,Kamineni Hospital,17.39271316046503,78.47992572299331,Hospital
Aghapura,17.38833333,78.46444444,Kamineni- Wockhardt Hospital,17.394164005558796,78.47947619212277,Hospital
Aghapura,17.38833333,78.46444444,Hotel Ashoka,17.403873310084897,78.46555085373726,Indian Restaurant
Aghapura,17.38833333,78.46444444,Hyderabad House,17.402774572546235,78.4569915727618,Indian Restaurant
Aghapura,17.38833333,78.46444444,Fernandez Hospital,17.392011172838792,78.48088027580093,Hospital
Aghapura,17.38833333,78.46444444,Hotel Venkateswara,17.404563144898017,78.46471827033879,Indian Restaurant
Aghapura,17.38833333,78.46444444,Hotel Fishland,17.40573232639999,78.46255907243965,Indian Restaurant
Aghapura,17.38833333,78.46444444,Laxman Ki Bandi,17.378894588428974,78.46397328339408,South Indian Restaurant
Aghapura,17.38833333,78.46444444,Pragati,17.38808781386729,78.48113363131787,South Indian Restaurant
Aghapura,17.38833333,78.46444444,Rayalaseema Ruchulu,17.403083780222655,78.46301186941695,South Indian Restaurant
Aghapura,17.38833333,78.46444444,Chicha's,17.40325495743855,78.46015157913072,Hyderabadi Restaurant
Aghapura,17.38833333,78.46444444,Shahi Dastarkhwan,17.40263998359257,78.46139897040429,Hyderabadi Restaurant
Aghapura,17.38833333,78.46444444,Bikanerwala,17.399915,78.477244,Chaat Place
"Aliabad, Hyderabad",17.34638889,78.47027778,Pista house,17.356609386588662,78.47363710557826,Indian Restaurant
"Aliabad, Hyderabad",17.34638889,78.47027778,Adaa,17.33019230437141,78.46743009932437,Indian Restaurant
Alijah Kotla,17.35722222,78.47694444,Pista house,17.356609386588662,78.47363710557826,Indian Restaurant
Alijah Kotla,17.35722222,78.47694444,Shadaab,17.368661119712183,78.4755724156713,Indian Restaurant
Alijah Kotla,17.35722222,78.47694444,Purani Haveli,17.367318839202387,78.48272830903522,School
Alijah Kotla,17.35722222,78.47694444,Osmania General Hospital,17.372106416860685,78.47405946685468,Hospital
Alijah Kotla,17.35722222,78.47694444,Govind Ki Idly,17.364132006800244,78.4737710680256,South Indian Restaurant
Allwyn Colony,17.48333333,78.41666667,Paradise Restaurant,17.49336431759921,78.40415464796615,Indian Restaurant
Allwyn Colony,17.48333333,78.41666667,Sitara Grand,17.492095202077852,78.40194030029117,Indian Restaurant
Allwyn Colony,17.48333333,78.41666667,"Paradise, KPHB",17.492777324223532,78.40440124210045,Indian Restaurant
Allwyn Colony,17.48333333,78.41666667,Anupama Restaurant,17.4929326966896,78.40346041317746,Indian Restaurant
Allwyn Colony,17.48333333,78.41666667,Hotel Swagath,17.493536517367495,78.40331045784764,Indian Restaurant
Allwyn Colony,17.48333333,78.41666667,Oliva Skin & Hair Clinic Kukatpally,17.492385,78.4017829,Hospital
Alwal,17.50305556,78.50694444,Lal Bawarchi,17.499474276329867,78.51279159839777,Indian Restaurant
Amberpet,17.39083333,78.52361111,Reliance Fresh,17.39615423372609,78.52936754968867,Convenience Store
Amberpet,17.39083333,78.52361111,Sherton Restaurant,17.391434917667624,78.5120755827751,Indian Restaurant
Amberpet,17.39083333,78.52361111,Santosh Family Dhaba,17.391440409300362,78.51154884776913,Indian Restaurant
Amberpet,17.39083333,78.52361111,Heritage Fresh Super Market,17.402172998401777,78.52147024368374,Convenience Store
Amberpet,17.39083333,78.52361111,Raghavendra Tiffins,17.39915723229006,78.51219825690798,Indian Restaurant
Amberpet,17.39083333,78.52361111,Papaji Da Dhaba,17.397484150519947,78.51177631665453,Indian Restaurant
Amberpet,17.39083333,78.52361111,Shanthi Deluxe,17.39977232975761,78.51302461244845,Indian Restaurant
Amberpet,17.39083333,78.52361111,Satya Supermarket,17.40120793346819,78.5134906389466,Convenience Store
Amberpet,17.39083333,78.52361111,Matrix hospital,17.399394879888966,78.53612363645522,Hospital
Amberpet,17.39083333,78.52361111,Hyderabad Public School,17.399121113347736,78.53644534364099,School
Amberpet,17.39083333,78.52361111,Surabhi Grand,17.404937837690646,78.51517099262728,Indian Restaurant
Ameerpet,17.4375,78.4482,Blue Fox,17.437054394233186,78.44591210514756,Indian Restaurant
Ameerpet,17.4375,78.4482,Mekong,17.437151274600346,78.45430121130967,Chinese Restaurant
Ameerpet,17.4375,78.4482,Kritunga Restaurant,17.438082737140608,78.44289661694181,Indian Restaurant
Ameerpet,17.4375,78.4482,Chopsticks,17.429909797696908,78.44567364201872,Chinese Restaurant
Ameerpet,17.4375,78.4482,10 Downing Street,17.43586817493973,78.45744348829194,Chinese Restaurant
Ameerpet,17.4375,78.4482,Rayalaseema Ruchulu,17.432852886801484,78.44673135238882,Indian Restaurant
Ameerpet,17.4375,78.4482,Minerva Coffee Shop,17.42883909717371,78.45557250567258,Indian Restaurant
Ameerpet,17.4375,78.4482,Deccan Pavilion,17.432347146494337,78.45741344776343,Indian Restaurant
Ameerpet,17.4375,78.4482,Sher-e-Punjab Dhaba,17.438454224287543,78.4522620128154,Indian Restaurant
Ameerpet,17.4375,78.4482,Mainland China,17.431588393827298,78.45626994043373,Chinese Restaurant
Ameerpet,17.4375,78.4482,Ohris de thali,17.435726413930542,78.4576451610357,Indian Restaurant
Ameerpet,17.4375,78.4482,Roll Call,17.42617004639488,78.44810710113613,Indian Restaurant
Ameerpet,17.4375,78.4482,Chutney's,17.426218700432162,78.44756949715595,Indian Restaurant
Ameerpet,17.4375,78.4482,Jalpaan,17.430403204135402,78.45617501760782,Indian Restaurant
Ameerpet,17.4375,78.4482,Needs Fast Food Joint,17.4357208652736,78.46141381604278,Indian Restaurant
Ameerpet,17.4375,78.4482,Sigree,17.431451493753304,78.4561941290485,Indian Restaurant
Ameerpet,17.4375,78.4482,Hyderabad House,17.441490732514957,78.44767657337398,Indian Restaurant
Ameerpet,17.4375,78.4482,Greenland Restaurant,17.443589418986605,78.44916991701638,Indian Restaurant
Ameerpet,17.4375,78.4482,Swagath,17.43266913655031,78.44698818458002,Indian Restaurant
Ameerpet,17.4375,78.4482,Sitara Restaurent,17.431068896932356,78.44824282520119,Indian Restaurant
Ameerpet,17.4375,78.4482,Shriji Rasoi,17.43585551928257,78.451173961037,Indian Restaurant
Ameerpet,17.4375,78.4482,RationWala,17.441667100520036,78.45198444968581,Convenience Store
Ameerpet,17.4375,78.4482,Haveli,17.43660259838764,78.4570359807387,Indian Restaurant
Ameerpet,17.4375,78.4482,Saffron Soul,17.437061785342323,78.4544269793751,Indian Restaurant
Ameerpet,17.4375,78.4482,Image Hospitals,17.431148009741424,78.44660997390747,Hospital
Ameerpet,17.4375,78.4482,Ratnadeep Super Market,17.425265828130325,78.45720470635673,Convenience Store
Ameerpet,17.4375,78.4482,Nanking C-R,17.425830335498134,78.4363326388167,Chinese Restaurant
Ameerpet,17.4375,78.4482,Shanbhag Samarth Restaurant,17.426235123015974,78.45069427589142,Indian Restaurant
Ameerpet,17.4375,78.4482,Shadab Restaurant,17.425744701700108,78.43807652333173,Indian Restaurant
Ameerpet,17.4375,78.4482,almas bakery,17.442597630700448,78.44141983730997,Indian Restaurant
Ameerpet,17.4375,78.4482,TajMahal Delite,17.447704132068953,78.4472824158408,Indian Restaurant
Ameerpet,17.4375,78.4482,Ohris 70 Mm,17.43176209502125,78.46493344845405,Indian Restaurant
Ameerpet,17.4375,78.4482,Titan eye,17.42985927822701,78.45595908186124,Pharmacy
Ameerpet,17.4375,78.4482,Bawarche Resturant,17.448297331074254,78.44953075886511,Indian Restaurant
Ameerpet,17.4375,78.4482,Esi Hospital,17.445238172128406,78.43978758241427,Pharmacy
Ameerpet,17.4375,78.4482,Banjara Darbar,17.426496607565145,78.45144597506658,Indian Restaurant
Ameerpet,17.4375,78.4482,Morning Mist - Nutraceutical Food Supplements,17.426297366196533,78.44426966975597,Pharmacy
Ameerpet,17.4375,78.4482,Canton Chinese n  Indian,17.42832235921613,78.45633100182798,Chinese Restaurant
Ameerpet,17.4375,78.4482,Tansen,17.431884367522734,78.46506696496624,Indian Restaurant
Ameerpet,17.4375,78.4482,Vellanki Foods,17.439050243816848,78.43655630723877,Indian Restaurant
Ameerpet,17.4375,78.4482,Basil - A Veg Affair,17.425668192383174,78.43551713260099,Indian Restaurant
Ameerpet,17.4375,78.4482,Rock Castle Restaurant,17.42095531280431,78.4422581621956,Indian Restaurant
Ameerpet,17.4375,78.4482,Akson Cafeteria,17.42473647008513,78.4537830453919,Indian Restaurant
Ameerpet,17.4375,78.4482,A One restaurant,17.43047028708674,78.46098266263482,Indian Restaurant
Ameerpet,17.4375,78.4482,Varun Tiffin center,17.436604,78.433244,Indian Restaurant
Ameerpet,17.4375,78.4482,SJ Palate Restaurant,17.425554973767465,78.45669181841322,Indian Restaurant
Ameerpet,17.4375,78.4482,Yashoda Hospital,17.424664114123463,78.4571594564069,Hospital
Ameerpet,17.4375,78.4482,NIMS,17.42168865675464,78.45213988513116,Hospital
Ameerpet,17.4375,78.4482,Healthy Mother,17.444725747295916,78.43249082565308,Hospital
Ameerpet,17.4375,78.4482,The Hyderabad Public School,17.444069017479233,78.45920084621848,High School
Ameerpet,17.4375,78.4482,EThames Business School,17.4270327081093,78.45178460376616,Trade School
Ameerpet,17.4375,78.4482,Southern Mirchi,17.426418985546402,78.44855974848853,South Indian Restaurant
Ameerpet,17.4375,78.4482,pondy parottas,17.439912,78.440578,South Indian Restaurant
Ameerpet,17.4375,78.4482,Saravana Bhavan Dosa Stall,17.435001810234766,78.45820168323267,South Indian Restaurant
Ameerpet,17.4375,78.4482,Paradise Restaurant,17.444502885324784,78.46242814829847,Hyderabadi Restaurant
Ameerpet,17.4375,78.4482,Rajdhani,17.426479112177216,78.4382998852206,Rajasthani Restaurant
Ameerpet,17.4375,78.4482,SRIKANYA COMFORT,17.429810138057995,78.45534744345082,Andhra Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Minerva Coffee Shop,17.40140986703394,78.48567190017107,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Blue Fox,17.40140091064456,78.48565251505636,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Bawarchi,17.40636911819762,78.49766214602543,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Cafe Bahar,17.399595277716383,78.47856581533269,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Mings Court,17.40487190585861,78.4765625180688,Chinese Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Spencer's,17.41259208414427,78.49840041371328,Convenience Store
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Chutneys,17.40413412136812,78.48156609302511,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Chung Hua,17.40551386419471,78.47629989480403,Chinese Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Taj Mahal Hotel,17.399365130493145,78.4919542457942,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Mohini Restaurant,17.401926224848605,78.4761530048415,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Astoria Restaurant,17.406529837121578,78.49713575700014,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Kabab Inn,17.400933535891085,78.48833978176117,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Hotel millennium By Nimantran,17.40151001319038,78.48579164168028,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Rayalaseema Ruchulu,17.402418601779566,78.4837993760255,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Alex's kitchen,17.40605977151637,78.47837337149626,Chinese Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,The Platinum Boutique Business Hotel Hyderabad,17.404353030148712,78.4817682238782,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Hotel Abhilasha Multicuisine Restaurant A/C,17.406840133037345,78.49675118081774,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Ming's Court,17.40302635794113,78.48114666103608,Chinese Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Bollywood Chillys,17.40656918283722,78.49734490444384,Indian Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,HaiKing,17.398455817616586,78.48428495965027,Chinese Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Blue Diamond,17.399272381561246,78.4747498932791,Chinese Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,MoMo cafe,17.42376857583975,78.48748509630819,Chinese Restaurant
"Ashok Nagar, Hyderabad",17.40694444,78.48861111,Oliva Skin and Hair Clinic Himayatnagar,17.4061116,78.4780768,Hospital
